LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-71.098344,42.3739927,18,Clary St,,,,,,,b99e22be287f5d21
-71.1005278,42.3741821,16,Springfield St,,,,,,,fc0948cbe8b1e55d
-71.1084067,42.3661277,26,Soden St,,,,,,,1d535997daf3e25e
-71.1086701,42.3667835,411,Franklin St,,,,,,,c3eaee8a9603d6fe
-71.1078281,42.3660007,348,Franklin St,,,,,,,2d5e4f86ac8f1c5c
-71.1078256,42.36682,466,Green St,,,,,,,7a995769d5e3bc7c
-71.1074221,42.3657324,332,Franklin St,,,,,,,5b8f1e12fbc85d1a
-71.1062206,42.3667438,806,Massachusetts Ave,,,,,,,e4a5817d7572834e
-71.1058609,42.3664537,770,Massachusetts Ave,,,,,,,962d22473a82ed70
-71.1054665,42.3653071,5,Western Ave,,,,,,,50099dc607c50ff6
-71.1068959,42.3672059,838,Massachusetts Ave,,,,,,,f327c450e180db6a
-71.107019,42.3672955,842,Massachusetts Ave,,,,,,,1c01ded8b4167b04
-71.1075832,42.3652369,101,Western Ave,,,,,,,a6058c05414a924d
-71.1084119,42.3642899,109,River St,,,,,,,6acda0ba8a5cc9c3
-71.1092855,42.365401,29,Kinnaird St,,,,,,,e622648ab694865b
-71.1143239,42.3670694,900,Memorial Dr,,,,,,,a4c08e1a5ee3975c
-71.115295,42.366809,900,Memorial Dr,,,,,,,5589b014fd351a53
-71.1149872,42.3662305,900,Memorial Dr,,,,,,,6eb85528f4cdde0c
-71.1154646,42.3659365,900,Memorial Dr,,,,,,,a73e82b69be0b6dc
-71.1138157,42.3669084,900,Memorial Dr,,,,,,,a81fc85bcd7c3e4d
-71.1105248,42.3639016,12,Howard St,,,,,,,76dba1b8c15aaab2
-71.1101092,42.3641906,11-A,Jay St,,,,,,,62791f1e82fa232e
-71.1085671,42.3650656,135,Western Ave,,,,,,,b3d49dd8ed575358
-71.1063957,42.3657284,13,Pleasant St,,,,,,,7875d7289a22ff0f
-71.1083726,42.3658044,14,Soden St,,,,,,,3cd14182ba6e14fe
-71.1081224,42.3657105,13,Soden St,,,,,,,94701ef6e4f78f7d
-71.1086862,42.3650349,141,Western Ave,,,,,,,4d99dbfb5b2f5347
-71.1065537,42.3655845,15,Pleasant St,,,,,,,51b82a0b6bf055df
-71.1083625,42.3658933,16,Soden St,,,,,,,54208eb1bc41ad3c
-71.1095997,42.3654279,1,Jay Street Pl,,,,,,,e4b3e18ae777f9a9
-71.110414,42.3646663,208,Western Ave,,,,,,,a7abbd7e9ef0b690
-71.1083959,42.3660217,20,Soden St,,,,,,,6d8e439b095380d8
-71.1098289,42.3673264,22,Hancock St,,,,,,,1b3c66a9bccc5796
-71.1110034,42.3550315,40,Granite St,,,,,,,7ecfa002a2c38879
-71.1053216,42.364704,255,Franklin St,,,,,,,542fd95670f2bae7
-71.10086,42.3698349,179,Prospect St,,,,,,,f20d9b2ddf332f51
-71.1008055,42.36992,183,Prospect St,,,,,,,718196cb5399fcfd
-71.1008335,42.3701638,195,Prospect St,,,,,,,a95b88ebc4ff5e09
-71.0999414,42.3728464,192,Hampshire St,,,,,,,0aa92aecf6948a8a
-71.1005023,42.3703452,199,Prospect St,,,,,,,bad36cc75cde82f9
-71.1020515,42.3704136,1,Amory Pl,,,,,,,7ffb45e35aab0650
-71.1008579,42.3704805,203,Prospect St,,,,,,,04e875b6e83fea4a
-71.1005236,42.3705434,207,Prospect St,,,,,,,a6e24b1a67e2a51e
-71.1005327,42.3733226,212,Hampshire St,,,,,,,fc38ea69894061f7
-71.1042075,42.3690269,280,Harvard St,,,,,,,700c32152945bcd4
-71.1065409,42.3680554,5,Clinton St,,,,,,,c132ea86404933bb
-71.1066864,42.3690989,25,Lee St,,,,,,,f7261920a5624e60
-71.1064614,42.3672112,831,Massachusetts Ave,,,,,,,2e83980e7b3637b0
-71.106466,42.3676793,2,Clinton St,,,,,,,9167686ff4c94b0e
-71.1061279,42.3685681,15,Clinton St,,,,,,,837bf4e6a47afecd
-71.105727,42.3695458,298,Harvard St,,,,,,,fede10bf2d6beb9e
-71.1050561,42.3672983,11,Inman St,,,,,,,3ae93a510ae48962
-71.1052569,42.3694453,292,Harvard St,,,,,,,127e0bef5c99418c
-71.1049259,42.3674495,15,Inman St,,,,,,,4edf09c0f447ffa4
-71.1041389,42.3670273,145,Bishop Allen Dr,,,,,,,75811c968800a7f3
-71.1038121,42.3673303,5,Austin Pk,,,,,,,112d9a6947985e02
-71.1029627,42.3683358,266,Harvard St,,,,,,,bdc4b69c71aed8c3
-71.1031105,42.3689818,273,Harvard St,,,,,,,3c7960269a3ba631
-71.1024958,42.3677355,99,Prospect St,,,,,,,7beb9fff4f73fded
-71.1051247,42.3669122,8,Inman St,,,,,,,2a06d90a0479bc07
-71.1033917,42.3676842,10,St Paul St,,,,,,,2c27b745d1a2f31a
-71.1032372,42.367978,11,St Paul St,,,,,,,93c298ab437fce5a
-71.1049864,42.3663454,731,Massachusetts Ave,,,,,,,520815a6e932f1e7
-71.1049863,42.3670544,12,Inman St,,,,,,,43bb051a87415449
-71.1036202,42.3677379,12,St Paul St,,,,,,,78b4d8b1800663e2
-71.103535,42.3678298,14,St Paul St,,,,,,,50ac2b052a5fd134
-71.1045644,42.3673484,151,Bishop Allen Dr,,,,,,,b9c63db6aa850a67
-71.1016105,42.3687602,143,Prospect St,,,,,,,a57f5d6d12f61fd8
-71.1018401,42.3688815,145,Prospect St,,,,,,,25e1e59bb9b0f592
-71.1043808,42.3671687,147,Bishop Allen Dr,,,,,,,d128c61d6ab4c651
-71.101869,42.3690781,147,Prospect St,,,,,,,d680363b913a6c56
-71.1014902,42.3689304,149,Prospect St,,,,,,,3b57d2e48f7326e3
-71.1021793,42.3694059,332-1,Broadway,,,,,,,f2e135d4d349a464
-71.101365,42.3690456,155,Prospect St,,,,,,,06e194053ca44e0f
-71.1031675,42.3680822,15,St Paul St,,,,,,,0b2a05e090153fe4
-71.103468,42.367941,16,St Paul St,,,,,,,73a9a7f253678f7b
-71.1044568,42.3676138,18,Inman St,,,,,,,980506b670138f85
-71.103396,42.3680428,18,St Paul St,,,,,,,45e29494f828a679
-71.1033238,42.3681414,20,St Paul St,,,,,,,4deaa1c5f80d9ecd
-71.1017345,42.3699396,8,Amory St,,,,,,,037985ec274ae9d8
-71.1003511,42.3706733,2,St Mary Rd,,,,,,,74ca3327be874a46
-71.1006346,42.3717861,103,Amory St,,,,,,,74f54ac62e872a16
-71.1009603,42.3722599,108-A,Inman St,,,,,,,13d314c3f9d5963e
-71.1006032,42.3707901,10,St Mary Rd,,,,,,,1a8a005e41d1a5c7
-71.1009615,42.3724965,112,Inman St,,,,,,,7b165f6ab78dd3a2
-71.1002517,42.3719542,116,Amory St,,,,,,,837b4bce309d1e6a
-71.1006654,42.3727632,118,Inman St,,,,,,,3c9380b817485aae
-71.1004111,42.3720946,119,Amory St,,,,,,,f2051a3988480e9d
-71.1004999,42.3729836,126,Inman St,,,,,,,d3e1bb284056a6b6
-71.1003755,42.3722008,127,Amory St,,,,,,,2cd420748646b2a0
-71.1002753,42.3722861,131,Amory St,,,,,,,f0c3f802bc3f4dd1
-71.1002265,42.3723345,135,Amory St,,,,,,,71404828c3a3c78c
-71.1007344,42.3708395,14,St Mary Rd,,,,,,,d7752c56c6a26903
-71.1010326,42.3697904,175,Prospect St,,,,,,,7d08c9991f94530b
-71.1011236,42.3699686,177,Prospect St,,,,,,,9abbaa1f39948db4
-71.1052757,42.3697752,295,Harvard St,,,,,,,39f1ffa7edd1f15a
-71.1049101,42.3719854,12,Maple Ave,,,,,,,37f32e7b05a573ac
-71.1033824,42.3700816,344,Broadway,,,,,,,f02d5145ca85e382
-71.1017707,42.3736267,1418,Cambridge St,,,,,,,d09fbcb4d1738202
-71.1015669,42.3741723,240,Hampshire St,,,,,,,29fd652c6a8b3003
-71.1021821,42.3726981,101,Antrim St,,,,,,,241183beed2f0abf
-71.101724,42.3720093,101,Inman St,,,,,,,324c0e5057c43785
-71.1077292,42.3690897,106,Hancock St,,,,,,,808199db2fa0a260
-71.1016156,42.3721817,103,Inman St,,,,,,,3a49307fd94c3106
-71.1015448,42.3723414,107,Inman St,,,,,,,fdfccea194be35a7
-71.1015577,42.3724173,107-1/2,Inman St,,,,,,,7e4f80480ea3b5e3
-71.1014209,42.3724593,109,Inman St,,,,,,,cea46f0341ec3e48
-71.1079557,42.3686373,10,Arnold Cir,,,,,,,a64903f77b1b3165
-71.1060995,42.3682012,10,Clinton St,,,,,,,8f5a0026b8366d6b
-71.1040518,42.3714254,10,Fayette St,,,,,,,ea3528450157dca0
-71.1075851,42.3691839,110,Hancock St,,,,,,,a05901419cc77a43
-71.1012251,42.3727478,113,Inman St,,,,,,,6fcb7616725cc40a
-71.1074841,42.3693598,116,Hancock St,,,,,,,8bf452cba4a34dbc
-71.1011444,42.3728671,117,Inman St,,,,,,,dea6d8745af8a780
-71.1017304,42.372925,118,Antrim St,,,,,,,b368f8192b52c4ba
-71.1018756,42.3730817,119,Antrim St,,,,,,,d00a96647a7d6473
-71.1010557,42.372996,121,Inman St,,,,,,,04601d092caa8166
-71.1073538,42.3694768,122,Hancock St,,,,,,,cd158af205af5d0f
-71.1009846,42.3730894,123,Inman St,,,,,,,5b276a69919664c7
-71.1019134,42.3731997,125,Antrim St,,,,,,,7ccab8df926bd1b1
-71.1034199,42.3707,12,Antrim St,,,,,,,f37787fa80bdebc5
-71.1077948,42.368466,12,Arnold Cir,,,,,,,835fdbcf2c406568
-71.1053349,42.3678908,12,Bigelow St,,,,,,,49be32f0e3771d82
-71.1060098,42.368286,12,Clinton St,,,,,,,b45c7586d5b632b7
-71.1033247,42.3734572,12,Fainwood Cir,,,,,,,9e11259f386c11d3
-71.103902,42.3715886,12,Fayette St,,,,,,,5f12b813d2ed3c80
-71.1071744,42.368203,12,Lee St,,,,,,,bb187036e283c367
-71.1008722,42.3732117,135,Inman St,,,,,,,fe64022aed8b0353
-71.105636,42.3678561,13,Bigelow St,,,,,,,6dcc31d2959288c5
-71.1061874,42.368468,13,Clinton St,,,,,,,0bea8f7588a0a64d
-71.1070603,42.3682702,14,Lee St,,,,,,,bb3ce59cff8b35af
-71.1020098,42.3737652,1426,Cambridge St,,,,,,,c5dfdce9a003cffd
-71.1022529,42.3741821,1431-A,Cambridge St,,,,,,,68aeb96466ba964d
-71.105219,42.36799,14,Bigelow St,,,,,,,688284e3f597d77c
-71.1055145,42.368,15,Bigelow St,,,,,,,b8f307e68e803cdc
-71.1048098,42.367603,17,Inman St,,,,,,,2d1baddac13766e1
-71.1032597,42.3707232,16,Antrim St,,,,,,,0d894e42060bd83f
-71.1051352,42.3680794,16,Bigelow St,,,,,,,915144f0c3aa8c51
-71.1058661,42.3684494,16,Clinton St,,,,,,,5c83405709c20b27
-71.1033134,42.3732671,16,Fainwood Cir,,,,,,,b01e88f6f41208e1
-71.1036505,42.3718396,16,Fayette St,,,,,,,0fdbd0ca160146bf
-71.1069332,42.3684418,16,Lee St,,,,,,,a5d0ea6f667f6a28
-71.1053809,42.3681529,17-A,Bigelow St,,,,,,,6caf7a050825ade1
-71.106055,42.36872,17-1/2,Clinton St,,,,,,,a2085185dba8ff01
-71.1059287,42.3686903,17,Clinton St,,,,,,,3a0d30bc3fa9c3cc
-71.104048,42.3718914,17,Fayette St,,,,,,,7cbb927f1c1f1e2e
-71.1050497,42.3681702,18,Bigelow St,,,,,,,5c14f80976d323a9
-71.1056937,42.3686294,18,Clinton St,,,,,,,069b3d4759511a08
-71.1033934,42.3731673,18,Fainwood Cir,,,,,,,ca648d85d3a0df6a
-71.1035264,42.37198,18,Fayette St,,,,,,,058978ef1f720d9c
-71.1052308,42.3682839,19,Bigelow St,,,,,,,d661c58d24e4b4e6
-71.1058324,42.3687607,19,Clinton St,,,,,,,fa57f23127cd1c04
-71.1046796,42.3677211,19,Inman St,,,,,,,d02a54ff88b5759d
-71.103614,42.3711937,1,Corliss Pl,,,,,,,8bd8cbb6c2860e54
-71.1034839,42.3730674,20,Fainwood Cir,,,,,,,587d4f937bfd70ba
-71.1034656,42.3720715,20,Fayette St,,,,,,,82b20ece2dcc5c8a
-71.104635,42.3723216,20,Maple Ave,,,,,,,0b8cc2f25e7d1455
-71.1057584,42.3688645,21,Clinton St,,,,,,,a7fb89364b2603ce
-71.103387,42.372918,21,Fainwood Cir,,,,,,,811d159d1ccc0302
-71.1072736,42.3689061,21-A,Lee St,,,,,,,b883eb27ba95ecda
-71.1055777,42.368748,20,Clinton St,,,,,,,2ecd696c23821441
-71.1033912,42.3721625,22,Fayette St,,,,,,,c305b2993c24008c
-71.1367873,42.3783999,14,Reservoir St,,,,,,,d9ead2f5e835c756
-71.0986342,42.3739473,24,Clary St,,,,,,,666ac021f66b7727
-71.0995429,42.3743432,26,Oak St,,,,,,,d54a77ca1af025e0
-71.1011099,42.374102,243,Hampshire St,,,,,,,2b67dc7136629a64
-71.1012892,42.3742699,251,Hampshire St,,,,,,,d170c9936e810aaa
-71.1103113,42.3652808,25,Jay St,,,,,,,1ae409bf1301eaf1
-71.1072482,42.3647381,26,Pleasant St,,,,,,,0514e70c734d92ad
-71.1084029,42.3660872,22,Soden St,,,,,,,eb3d536933363d3a
-71.1106958,42.3649199,28,Howard St,,,,,,,7fa3ddeb489d4db1
-71.109267,42.3653234,27,Kinnaird St,,,,,,,b50e6279b81d30c0
-71.1096234,42.367505,30,Hancock St,,,,,,,221f0e47813787d4
-71.1120798,42.3628696,249,River St,,,,,,,3e01db3e5ee80a11
-71.107065,42.3655197,318,Franklin St,,,,,,,33ae9716a79adeed
-71.1069813,42.3657006,321,Franklin St,,,,,,,b6ab30a311404b3e
-71.107233,42.3656228,324,Franklin St,,,,,,,f526f46e201e1544
-71.1096069,42.3675406,32,Hancock St,,,,,,,f58ed2d366f105b0
-71.1090107,42.3656125,32,Kinnaird St,,,,,,,720229a0600f7cef
-71.1095353,42.3676115,34,Hancock St,,,,,,,0a52471185b03c8e
-71.1090167,42.3656881,34,Kinnaird St,,,,,,,ac73802688779f0d
-71.1084322,42.3662797,34,Soden St,,,,,,,6107d0e99932b902
-71.1076017,42.3660843,345,Franklin St,,,,,,,f1926c6506542365
-71.1080232,42.3663279,369,Franklin St,,,,,,,b3fadc8e001a42f0
-71.1090278,42.3657771,36,Kinnaird St,,,,,,,af03d896273a49f1
-71.1056026,42.3656971,359,Green St,,,,,,,c14852114aab6045
-71.1084738,42.3663586,382,Franklin St,,,,,,,fe641c9dc8de6d08
-71.1088497,42.3658456,38,Kinnaird St,,,,,,,48490b2e079338eb
-71.1080668,42.3653241,3,Soden St,,,,,,,93f1aa6fd3c52b33
-71.1090442,42.3658903,40,Kinnaird St,,,,,,,d49e35da392eebe6
-71.1090561,42.3670968,429,Franklin St,,,,,,,5814879e20b29f82
-71.1090675,42.3659635,42,Kinnaird St,,,,,,,3bfa9442fbe87a22
-71.1093896,42.367058,441,Franklin St,,,,,,,968d6a435bf4f965
-71.1090843,42.3660722,44,Kinnaird St,,,,,,,d9f4ddfe368cac55
-71.1075376,42.3666634,454,Green St,,,,,,,a0e5e0b84696b2cd
-71.1096367,42.3671914,457,Franklin St,,,,,,,854f0c423940ba4a
-71.1090892,42.3661754,46,Kinnaird St,,,,,,,48468a796d4fc024
-71.1083161,42.3672766,489,Green St,,,,,,,efc4116adb3c2e87
-71.1091474,42.36629,48,Kinnaird St,,,,,,,2e5a707ffa49fc63
-71.1084283,42.367332,491,Green St,,,,,,,cfb1cc28104455d9
-71.1084849,42.3673665,495,Green St,,,,,,,e42d32622a75fe28
-71.1086888,42.3671239,496,Green St,,,,,,,d3fb862d5406bcd6
-71.1086553,42.3672752,498,Green St,,,,,,,9721b6fd5e69bcc1
-71.108636,42.3674663,501,Green St,,,,,,,b15503bb4598fd27
-71.1087712,42.3673393,502,Green St,,,,,,,e2e754f52a946b8c
-71.1087165,42.3675071,505,Green St,,,,,,,cd2abd8f3367c046
-71.1089049,42.3674109,508,Green St,,,,,,,d77cd98d88ef674b
-71.1088008,42.3675518,509,Green St,,,,,,,6c6faa3ae3ead80c
-71.1091125,42.3679348,50,Hancock St,,,,,,,878dcdecacc5721b
-71.1089411,42.3676328,515,Green St,,,,,,,699618c464ec7b77
-71.109149,42.3677502,521,Green St,,,,,,,1750d6d85952a927
-71.1090965,42.3675104,516,Green St,,,,,,,9ee13d9f08e620af
-71.1092968,42.3678087,527,Green St,,,,,,,1b14bda7cc8bd432
-71.1089926,42.3681021,56,Hancock St,,,,,,,a881a30e4b206711
-71.1095207,42.3664305,54,Kinnaird St,,,,,,,913ec9a7920c38af
-71.1098543,42.3638917,5,Jay St,,,,,,,eb7abb7ce975032a
-71.1106592,42.3659552,56-1/2,Howard St,,,,,,,5751405b674ff965
-71.106878,42.3636106,34,William St,,,,,,,c738237cc2e316bf
-71.1069855,42.3630039,39,Magazine St,,,,,,,a2fdc3def90ba37f
-71.102218,42.3683418,260,Harvard St,,,,,,,a337130ec9847663
-71.1028055,42.3688078,269,Harvard St,,,,,,,dc324fa93c23ab5d
-71.1026701,42.3674002,2,St Paul St,,,,,,,261dd14250b8f8ed
-71.1017227,42.3694423,326,Broadway,,,,,,,a26d68d722ac0b48
-71.1021712,42.3695607,330,Broadway,,,,,,,12949d70240951d3
-71.1029137,42.3676305,3,St Paul St,,,,,,,33ddb96c60a2a408
-71.1042211,42.3672899,4,Austin Pk,,,,,,,9d7ae46cde80c648
-71.1030446,42.3676795,5,St Paul St,,,,,,,6b842a3569540947
-71.1040821,42.3658127,675,Massachusetts Ave,,,,,,,6764b39996766c82
-71.104036,42.3674621,6,Austin Pk,,,,,,,31c04332313546b6
-71.1030332,42.3675416,6,St Paul St,,,,,,,b5daaa663a40fe66
-71.101525,42.3705413,39,Amory St,,,,,,,3ab0b4e429806827
-71.1009862,42.370551,48,Amory St,,,,,,,51dc623b4bc2c98a
-71.1005104,42.370756,4,St Mary Rd,,,,,,,e5ef17eb48e20eb5
-71.1017902,42.3708518,6,King Pl,,,,,,,7b6c0a2bd599d639
-71.1067997,42.368991,23,Lee St,,,,,,,18e1665cec5bf70e
-71.1033226,42.3722391,24,Fayette St,,,,,,,e9389db7d00040a0
-71.1044308,42.3725574,24,Maple Ave,,,,,,,dab615c4335cd72d
-71.1050251,42.3684818,25,Bigelow St,,,,,,,04a14148b7cf9a83
-71.1056785,42.3689516,25,Clinton St,,,,,,,4b5f85edd3f9f6bb
-71.1036784,42.3728972,25,Fainwood Cir,,,,,,,5d8ed27f65ef7779
-71.1045202,42.3679307,25,Inman St,,,,,,,d011765d104edb06
-71.1020496,42.3743127,262,Hampshire St,,,,,,,5746c1c0c5c937a2
-71.1029714,42.3709346,26-R,Antrim St,,,,,,,c3a51e4f7632f479
-71.1052624,42.3690793,26,Clinton St,,,,,,,2fec02ba19e2c948
-71.1042731,42.3727525,26,Maple Ave,,,,,,,cc2ebb0153ef1857
-71.1055273,42.3691097,27,Clinton St,,,,,,,ad32d752d6cc9054
-71.103818,42.3729428,27,Fainwood Cir,,,,,,,030628962a7b19a4
-71.1044321,42.3680486,27,Inman St,,,,,,,eaa0aeef19176de6
-71.1044937,42.3691584,284,Harvard St,,,,,,,64bc36bca8921131
-71.1030786,42.3723886,28,Fayette St,,,,,,,bd5f1dc27fbeceac
-71.1065866,42.3688176,28,Lee St,,,,,,,43bdc8733fd0627f
-71.1039903,42.3727402,28,Maple Ave,,,,,,,4045b8ad9b56f21e
-71.1049232,42.3686135,29,Bigelow St,,,,,,,6ba4bce70691e40d
-71.1034198,42.3725391,29,Fayette St,,,,,,,5815f74ccf024c4c
-71.1046851,42.3713668,2,Fayette Pk,,,,,,,9e5b957bfbd34ebc
-71.1068776,42.3696386,2,Hancock Pl,,,,,,,98e0804834c9350c
-71.103715,42.3698059,2,Inman Pl,,,,,,,fa174003ff5c9ae5
-71.1062161,42.3697402,304,Harvard St,,,,,,,3f321290c009b4ba
-71.1031107,42.371096,30,Antrim St,,,,,,,1a8d090d66273dab
-71.1052359,42.3691043,28,Clinton St,,,,,,,bc06e9941a5329de
-71.1063995,42.3690009,30,Lee St,,,,,,,d898c0e4bf326d44
-71.1065804,42.3698428,310,Harvard St,,,,,,,b8a4684d51ba5c72
-71.1068174,42.3699188,314,Harvard St,,,,,,,0f897796c614f693
-71.1034038,42.3726231,31,Fayette St,,,,,,,5518e26a66de89fa
-71.1029625,42.3710249,32,Antrim St,,,,,,,9d9f28ad9fed1cc4
-71.1062955,42.3690929,32,Lee St,,,,,,,e344dc17430c7f41
-71.1042948,42.3682499,33,Inman St,,,,,,,9bf6f6b0bf708681
-71.1031874,42.371351,37,Antrim St,,,,,,,2ba8701e15a2f75c
-71.1048797,42.3689703,37,Bigelow St,,,,,,,4b6514bc7eae54cb
-71.1046933,42.3688576,35,Bigelow St,,,,,,,5d5ae64dd6fdaa84
-71.1066819,42.3678773,3,Clinton St,,,,,,,21323e55267ac99c
-71.1059703,42.3704265,3,Hancock Pk,,,,,,,571e96cd6d3454b8
-71.1060349,42.3693889,40,Lee St,,,,,,,ceddefec594d79a2
-71.105677,42.3701305,41,Lee St,,,,,,,3343343dcea3b64b
-71.1029469,42.3713232,42,Antrim St,,,,,,,8999796eb5ca42a5
-71.103952,42.3732134,42,Maple Ave,,,,,,,cca02b1dcf8a849e
-71.1031209,42.372848,43,Fayette St,,,,,,,e442188fcc343a94
-71.1055838,42.3702227,43,Lee St,,,,,,,011ab20a6e517d48
-71.103038,42.3729288,45,Fayette St,,,,,,,a93b0dbd5164eb68
-71.1054941,42.3703189,45,Lee St,,,,,,,feb3598ab3a59f82
-71.1028443,42.3714248,48,Antrim St,,,,,,,eeab64fefe18ce18
-71.1038864,42.3732976,48,Maple Ave,,,,,,,7f8e17d73c39c31e
-71.1047945,42.3714395,4,Fayette Pk,,,,,,,6aad6763f82703b5
-71.1059099,42.370579,4,Hancock Pk,,,,,,,093a7ebcd079ff7c
-71.1038008,42.3733968,52,Maple Ave,,,,,,,a4cc051f56f001da
-71.1028492,42.3731473,51,Fayette St,,,,,,,fa233c56d68f64cc
-71.1028947,42.3717398,55,Antrim St,,,,,,,b5ca6ddd5ccb5906
-71.1037288,42.3734918,56,Maple Ave,,,,,,,e3deccfe5b5ce6f5
-71.1031098,42.3732469,5,Fainwood Cir,,,,,,,d45ecdc67288c15c
-71.1044672,42.371248,5,Fayette St,,,,,,,425396a3cf25e256
-71.1069996,42.3695946,5,Hancock Pl,,,,,,,91c1f7e4962a8fd3
-71.1036441,42.3736059,60,Maple Ave,,,,,,,766d4770f32624ba
-71.1028073,42.3718512,61,Antrim St,,,,,,,45dc44bf945d280d
-71.1026184,42.3717163,62,Antrim St,,,,,,,5cb1801776fc84ee
-71.1027688,42.3704885,63,Inman St,,,,,,,1d31a460e143fede
-71.1027716,42.3719361,65,Antrim St,,,,,,,931f8c8f771c91bf
-71.1035231,42.3737467,66,Maple Ave,,,,,,,393d526d28eadbea
-71.1026783,42.3720566,67,Antrim St,,,,,,,35ffc9e3ad2fa50a
-71.0995567,42.3743167,24,Oak St,,,,,,,051ae0be062a2fd0
-71.0995071,42.3736493,1309,Cambridge St,,,,,,,5391ad5b87c42977
-71.0992013,42.3736174,1297,Cambridge St,,,,,,,a64d4dce3a1eb9bf
-71.098604,42.3740753,22,Clary St,,,,,,,b17112413f674cc1
-71.1005323,42.3741653,14,Springfield St,,,,,,,03519f5608896192
-71.1052114,42.3660956,744,Massachusetts Ave,,,,,,,8b82e31118b3be51
-71.107586,42.3676206,872,Massachusetts Ave,,,,,,,168e77a79d5837a3
-71.1080794,42.3678595,888,Massachusetts Ave,,,,,,,cfa5e02ca90dc6f2
-71.1084188,42.3680205,898,Massachusetts Ave,,,,,,,bcc81814213af1d0
-71.1087833,42.3682735,910,Massachusetts Ave,,,,,,,2247d35ca898368b
-71.1083653,42.365541,10,Soden St,,,,,,,549ca48171aedea1
-71.1080934,42.365599,9,Soden St,,,,,,,86b212edf5ef68d6
-71.10581,42.3656344,380,Green St,,,,,,,ed43f440835ad6d6
-71.1083488,42.367104,486,Green St,,,,,,,306333ec3f68648d
-71.1097482,42.3672623,461,Franklin St,,,,,,,5190e6b681cf4a71
-71.109672,42.3674825,28,Hancock St,,,,,,,ed4e2f2c8c2e3f3f
-71.1068325,42.3656249,315,Franklin St,,,,,,,4e061bdd820a4277
-71.1065627,42.3655779,17,Pleasant St,,,,,,,b21a5474b1e56f4d
-71.1070788,42.3673307,844,Massachusetts Ave,,,,,,,44c9027d6c9f78f3
-71.1071433,42.367369,846,Massachusetts Ave,,,,,,,1a24437146046eee
-71.1072034,42.3672909,848,Massachusetts Ave,,,,,,,beb7c15775879415
-71.1074185,42.3671014,850,Massachusetts Ave,,,,,,,89ead2d1aa7419fb
-71.1075278,42.3671233,852,Massachusetts Ave,,,,,,,9460fab8a1be5053
-71.1075897,42.3672103,854,Massachusetts Ave,,,,,,,fde0d21736d7a518
-71.1073701,42.367401,856,Massachusetts Ave,,,,,,,a578762d78fb3b78
-71.1072742,42.3674523,858,Massachusetts Ave,,,,,,,db63f752ad2c88a2
-71.107324,42.3674818,860,Massachusetts Ave,,,,,,,c3bbf0e53e829d1e
-71.1073613,42.367507,862,Massachusetts Ave,,,,,,,6fc661422f153c2b
-71.1073909,42.3675229,864,Massachusetts Ave,,,,,,,1326e6ca60379829
-71.1087725,42.367538,507,Green St,,,,,,,ba95b8e4b5de9c1f
-71.107999,42.3678057,884,Massachusetts Ave,,,,,,,f6a30e8dacb04a08
-71.1082636,42.3680139,896,Massachusetts Ave,,,,,,,39030c8a16c88dd9
-71.1083386,42.3680482,896-A,Massachusetts Ave,,,,,,,26101e35ba81ce33
-71.1086608,42.3682087,906,Massachusetts Ave,,,,,,,373b54bc81e8e494
-71.1086121,42.3681839,904,Massachusetts Ave,,,,,,,c293c9b73c3ad006
-71.1085651,42.3681004,900,Massachusetts Ave,,,,,,,79d129bafb4a866f
-71.1052747,42.3661299,746,Massachusetts Ave,,,,,,,121fe94d9a0fdfb7
-71.1054169,42.3662209,750,Massachusetts Ave,,,,,,,a4f8c5d15e667c2b
-71.1051589,42.3660628,738,Massachusetts Ave,,,,,,,036673093a5dc83c
-71.1050889,42.3660225,736,Massachusetts Ave,,,,,,,819e47a22bff3001
-71.1048757,42.3659008,700,Massachusetts Ave,,,,,,,9d8a36e0f5f4114b
-71.1047728,42.3658335,698,Massachusetts Ave,,,,,,,b6a58497014578eb
-71.1083938,42.3660117,18,Soden St,,,,,,,9bd7872f399014ab
-71.1084031,42.3660991,24,Soden St,,,,,,,6db7ed0895772cba
-71.1084337,42.3662702,32,Soden St,,,,,,,518b2574bae27ee8
-71.1070039,42.3629873,41,Magazine St,,,,,,,a87fcb7890b83337
-71.1053069,42.3665364,757,Massachusetts Ave,,,,,,,461b72d9c9461ec3
-71.1031848,42.3677336,7,St Paul St,,,,,,,186dde3173687d9d
-71.1039624,42.3675321,8,Austin Pk,,,,,,,188bdb0e396d70e3
-71.103212,42.3676129,8,St Paul St,,,,,,,0e75a53f2064acb0
-71.1026423,42.3675695,93,Prospect St,,,,,,,c4920fec73d0e492
-71.103657,42.3675859,9,Austin Pk,,,,,,,c93b8e1bb9a91dee
-71.103326,42.3677923,9,St Paul St,,,,,,,0fbfc1f6ef042cba
-71.1040022,42.3671579,3,Austin Pk,,,,,,,c6a4a47dcbb4f1fd
-71.1037369,42.3673964,7,Austin Pk,,,,,,,a935940207d2442c
-71.1028371,42.3685086,264,Harvard St,,,,,,,623fa2fb8ed64db2
-71.1030422,42.3685835,270,Harvard St,,,,,,,7c64208d3aa81bd8
-71.1031709,42.3684154,268,Harvard St,,,,,,,4fbb9cf0908c08e3
